=Below Budget,=Above Budget,Address Number,Amount for P&L (% of Gross Sales),Amount for P&L (Margins),Amount for P&L,Amount2,Amount,Amount_%,Amount_Size,Amount_label,Amount in 000s,Selected Category,Calculation2,Gross Margin M,Inventory Turns,Inventory Units,Profit Margin,Selected Year (start),Sales Quantity,Distinct Orders,Inventory Value in 1000,New YYYYMM,Selected Metric Biz Mix,Net Margin Calc Field,=Space,Performance Eval Legend,Inventory Value,Selected Metric (sort),Amount Minus,Category (Margins),Category (group) 1,Category (group),Category Color,Category,Channel,Channel_Filter,CostPrice*StockOH,CostPrice,Customer - Product Desc,Customer - Product Segmentation,Customer Segment (group),Customer,Distribution Channel Mgr,Gross Profit M,SG&A,Indirect Expenses,"Taxes, Interest",COGS,Gross Sales and Profit Amount,Gross Sales Amount,Inventory Value (copy 2),Inventory Value (step1),Customer Location,Operating Income M,Profit M,Net Sales,Operating Margin M,OrderID,Product Category (group),Product Category,Product,Product Type Desc,Region,Region_Filter,Sales Price (weighted avg),SegmentDesc+Region,Customer Segment,Selected Metric Value,Selected Metric Unit,Selected Year (end),StockOH,ThroughputQty,YYYYMM,Year Filter,Year To Date Filter,title_Target,title_COGS,title_Indirect_Expenses,title_Portfolio_Average,title_Margin,title_from_Gross_Sales,title_Selected_Metric
Below Budget,Above Budget,10014495,$216,$216,$216,,$216,,,,0.21553,Deli,1,,1.017857143,56,,1/1/2012,,1,1.5204,9/1/2013 12:00:00 AM,0.21553,, ,Above Budget,"$1,520",,-0.21553,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1520.4,$27,Deli Salads,Deli,Stores,Harvard Trust Company,JL,,,,,,,,"$1,520","$1,520",Clackamas,,,0.21553,,17319,Deli,Deli,Deli Salads,Side Dishes,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,56,57,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20048524,$183,$183,$183,,$183,,,,0.18293,Deli,1,,5.991379310,116,,1/1/2012,,1,4.81719,9/1/2013 12:00:00 AM,0.18293,, ,Above Budget,"$4,817",,-0.18293,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,4817.19,$83,Deli Salads,Deli,Stores,Signature,JL,,,,,,,,"$9,590","$9,590",Oakland,,,0.18293,,34024,Deli,Deli,Deli Salads,Side Dishes,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,116,695,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,30067368,$132,$132,$132,,$132,,,,0.13184,Deli,1,,4.939929329,141.5,,1/1/2012,,1,0.726305,9/1/2013 12:00:00 AM,0.13184,, ,Above Budget,$726,,-0.13184,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,726.305,$17,Deli Salads,Deli,Stores,Ra Co Amo,JL,,,,,,,,"$2,338","$2,338",Rancho Cordova,,,0.13184,,50592,Deli,Deli,Deli Salads,Side Dishes,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,141.5,699,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10015793,$69,$69,$69,,$69,,,,0.0692,Deli,1,,6,57,,1/1/2012,,1,1.71969,9/1/2013 12:00:00 AM,0.0692,, ,Above Budget,"$1,720",,-0.0692,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1719.69,$30,Deli Salads,Deli,Stores,Hetrick Systems,JL,,,,,,,,"$1,720","$1,720",Sacramento,,,0.0692,,15850,Deli,Deli,Deli Salads,Side Dishes,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,57,342,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,30049764,$0,$0,$0,,$0,,,,0,Deli,1,,12.82,100,,1/1/2012,,1,12.27662,9/1/2013 12:00:00 AM,0,, ,Above Budget,"$12,277",,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,12276.62,$521,Deli Salads,Deli,Stores,Homebound,JL,,,,,,,,"$52,119","$52,119",Schertz,,,0,,47908,Deli,Deli,Deli Salads,Side Dishes,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,100,1282,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10014495,$163,$163,$163,,$163,,,,0.16348,Eggs,1,,1.6,667.5,,1/1/2012,,1,0.06675,9/1/2013 12:00:00 AM,0.16348,, ,Above Budget,$67,,-0.16348,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,66.75,$0,Eggs,Eggs,Stores,Harvard Trust Company,JL,,,,,,,,$67,$67,Clackamas,,,0.16348,,17066,Other,Eggs,Eggs,Eggs,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,667.5,1068,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10009676,"$1,414","$1,414","$1,414",,"$1,414",,,,1.4136,Eggs,1,,12.036363636,55,,1/1/2012,,1,1.17645,9/1/2013 12:00:00 AM,1.4136,, ,Above Budget,"$1,176",,-1.4136,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1176.45,$21,Eggs,Eggs,Stores,Deak-Perera Group.,JL,,,,,,,,"$1,176","$1,176",Kalamazoo,,,1.4136,,17099,Other,Eggs,Eggs,Eggs,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,55,662,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10000466,$78,$78,$78,,$78,,,,0.07796,Eggs,1,,3.988372093,86,,1/1/2012,,1,3.0702,9/1/2013 12:00:00 AM,0.07796,, ,Above Budget,"$3,070",,-0.07796,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,3070.2,$36,Eggs,Eggs,Stores,A2Z Solutions,JL,,,,,,,,"$3,070","$3,070",North Highlands,,,0.07796,,17240,Other,Eggs,Eggs,Eggs,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,86,343,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10025778,$115,$115,$115,,$115,,,,0.11466,Eggs,1,,26.8,2.5,,1/1/2012,,1,0.0226,9/1/2013 12:00:00 AM,0.11466,, ,Above Budget,$23,,-0.11466,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,22.6,$9,Eggs,Eggs,Stores,ValiCert,JL,,,,,,,,$23,$23,Pomona,,,0.11466,,17171,Other,Eggs,Eggs,Eggs,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,2.5,67,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20044912,$312,$312,$312,,$312,,,,0.31227,Eggs,1,,1.626530612,490,,1/1/2012,,1,2.86265,9/1/2013 12:00:00 AM,0.31227,, ,Above Budget,"$2,863",,-0.31227,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,2862.65,$38,Eggs,Eggs,Stores,Ra Co Amo,JL,,,,,,,,"$18,458","$18,458",Rancho Cordova,,,0.31227,,33214,Other,Eggs,Eggs,Eggs,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,490,797,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10015793,$64,$64,$64,,$64,,,,0.06376,Eggs,1,,3.986666667,75,,1/1/2012,,1,2.817,9/1/2013 12:00:00 AM,0.06376,, ,Above Budget,"$2,817",,-0.06376,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,2817,$38,Eggs,Eggs,Stores,Hetrick Systems,JL,,,,,,,,"$2,817","$2,817",Sacramento,,,0.06376,,16252,Other,Eggs,Eggs,Eggs,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,75,299,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10019900,$48,$48,$48,,$48,,,,0.04769,Eggs,1,,9.818181818,5.5,,1/1/2012,,1,0.11957,9/1/2013 12:00:00 AM,0.04769,, ,Above Budget,$120,,-0.04769,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,119.57,$22,Eggs,Eggs,Stores,LiveWire BBS and   Favourite Links,JL,,,,,,,,$120,$120,Sacramento,,,0.04769,,17259,Other,Eggs,Eggs,Eggs,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,5.5,54,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10020192,$1,$1,$1,,$1,,,,0.00059,Eggs,1,,2,81.5,,1/1/2012,,1,1.94948,9/1/2013 12:00:00 AM,0.00059,, ,Above Budget,"$1,949",,-0.00059,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1949.48,$24,Eggs,Eggs,Stores,MATRIX,JL,,,,,,,,"$1,949","$1,949",Sacramento,,,0.00059,,16041,Other,Eggs,Eggs,Eggs,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,81.5,163,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10025778,$93,$93,$93,,$93,,,,0.09347,Frozen Foods,1,,3.983739837,61.5,,1/1/2012,,1,0.11439,9/1/2013 12:00:00 AM,0.09347,, ,Above Budget,$114,,-0.09347,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,114.39,$2,Pancake Mix,Frozen Foods,Stores,ValiCert,JL,,,,,,,,$114,$114,Pomona,,,0.09347,,17184,Other,Frozen Foods,Pancake Mix,Breakfast Foods,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,61.5,245,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10025778,$107,$107,$107,,$107,,,,0.10744,Frozen Foods,1,,6.019801980,50.5,,1/1/2012,,1,0.332795,9/1/2013 12:00:00 AM,0.10744,, ,Above Budget,$333,,-0.10744,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,332.795,$7,Pancakes,Frozen Foods,Stores,ValiCert,JL,,,,,,,,$333,$333,Pomona,,,0.10744,,17191,Other,Frozen Foods,Pancakes,Breakfast Foods,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,50.5,304,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10022456,$3,$3,$3,,$3,,,,0.00316,Frozen Foods,1,,6.019801980,50.5,,1/1/2012,,1,0.332795,9/1/2013 12:00:00 AM,0.00316,, ,Above Budget,$333,,-0.00316,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,332.795,$7,Pancakes,Frozen Foods,Stores,Ra Co Amo,JL,,,,,,,,$333,$333,Rancho Cordova,,,0.00316,,16072,Other,Frozen Foods,Pancakes,Breakfast Foods,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,50.5,304,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10019900,$52,$52,$52,,$52,,,,0.05224,Frozen Foods,1,,11.818181818,5.5,,1/1/2012,,1,0.20768,9/1/2013 12:00:00 AM,0.05224,, ,Above Budget,$208,,-0.05224,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,207.68,$38,Pancakes,Frozen Foods,Stores,LiveWire BBS and   Favourite Links,JL,,,,,,,,$208,$208,Sacramento,,,0.05224,,17260,Other,Frozen Foods,Pancakes,Breakfast Foods,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,5.5,65,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10025778,$478,$478,$478,,$478,,,,0.47769,Frozen Foods,1,,6.001926782,519,,1/1/2012,,1,6.03597,9/1/2013 12:00:00 AM,0.47769,, ,Above Budget,"$6,036",,-0.47769,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,6035.97,$12,Waffles,Frozen Foods,Stores,ValiCert,JL,,,,,,,,"$6,036","$6,036",Pomona,,,0.47769,,17172,Other,Frozen Foods,Waffles,Breakfast Foods,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,519,3115,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,30067368,$316,$316,$316,,$316,,,,0.31607,Frozen Foods,1,,3.609907121,161.5,,1/1/2012,,1,6.75205,9/1/2013 12:00:00 AM,0.31607,, ,Above Budget,"$6,752",,-0.31607,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,6752.05,$174,Waffles,Frozen Foods,Stores,Ra Co Amo,JL,,,,,,,,"$28,111","$28,111",Rancho Cordova,,,0.31607,,50851,Other,Frozen Foods,Waffles,Breakfast Foods,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,161.5,583,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10009676,$0,$0,$0,,$0,,,,0,Frozen Foods,1,,3.981308411,53.5,,1/1/2012,,1,0.0749,9/1/2013 12:00:00 AM,0,, ,Above Budget,$75,,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,74.9,$1,Ice Cream,Frozen Foods,Stores,Deak-Perera Group.,JL,,,,,,,,$75,$75,Kalamazoo,,,0,,16996,Other,Frozen Foods,Ice Cream,Frozen Desserts,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,53.5,213,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10000466,$50,$50,$50,,$50,,,,0.0501,Frozen Foods,1,,2,515,,1/1/2012,,1,10.40815,9/1/2013 12:00:00 AM,0.0501,, ,Above Budget,"$10,408",,-0.0501,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,10408.15,$20,Ice Cream,Frozen Foods,Stores,A2Z Solutions,JL,,,,,,,,"$10,408","$10,408",North Highlands,,,0.0501,,16340,Other,Frozen Foods,Ice Cream,Frozen Desserts,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,515,1030,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20048524,$94,$94,$94,,$94,,,,0.09416,Frozen Foods,1,,3.684656085,945,,1/1/2012,,1,18.94066,9/1/2013 12:00:00 AM,0.09416,, ,Above Budget,"$18,941",,-0.09416,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,18940.66,$261,Ice Cream,Frozen Foods,Stores,Signature,JL,,,,,,,,"$247,061","$247,061",Oakland,,,0.09416,,34056,Other,Frozen Foods,Ice Cream,Frozen Desserts,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,945,3482,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,40103112,$595,$595,$595,,$595,,,,0.59493,Frozen Foods,1,,6.544243578,1051,,1/1/2012,,1,46.01094,9/1/2013 12:00:00 AM,0.59493,, ,Above Budget,"$46,011",,-0.59493,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,46010.94,$772,Ice Cream,Frozen Foods,Stores,ValiCert,JL,,,,,,,,"$811,582","$811,582",Pomona,,,0.59493,,67826,Other,Frozen Foods,Ice Cream,Frozen Desserts,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,1051,6878,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20044912,$268,$268,$268,,$268,,,,0.26765,Frozen Foods,1,,2,1030,,1/1/2012,,1,20.8163,9/1/2013 12:00:00 AM,0.26765,, ,Above Budget,"$20,816",,-0.26765,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,20816.3,$40,Ice Cream,Frozen Foods,Stores,Ra Co Amo,JL,,,,,,,,"$41,633","$41,633",Rancho Cordova,,,0.26765,,33011,Other,Frozen Foods,Ice Cream,Frozen Desserts,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,1030,2060,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10015793,$23,$23,$23,,$23,,,,0.02344,Frozen Foods,1,,2,892,,1/1/2012,,1,5.40552,9/1/2013 12:00:00 AM,0.02344,, ,Above Budget,"$5,406",,-0.02344,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,5405.52,$6,Ice Cream,Frozen Foods,Stores,Hetrick Systems,JL,,,,,,,,"$5,406","$5,406",Sacramento,,,0.02344,,16141,Other,Frozen Foods,Ice Cream,Frozen Desserts,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,892,1784,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10020192,$570,$570,$570,,$570,,,,0.56976,Frozen Foods,1,,32.037735849,53,,1/1/2012,,1,13.53514,9/1/2013 12:00:00 AM,0.56976,, ,Above Budget,"$13,535",,-0.56976,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,13535.14,$255,Ice Cream,Frozen Foods,Stores,MATRIX,JL,,,,,,,,"$13,535","$13,535",Sacramento,,,0.56976,,16217,Other,Frozen Foods,Ice Cream,Frozen Desserts,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,53,1698,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,80132704,$131,$131,$131,,$131,,,,0.13115,Frozen Foods,1,,3.609387558,3110.5,,1/1/2012,,1,52.149745,9/1/2013 12:00:00 AM,0.13115,, ,Above Budget,"$52,150",,-0.13115,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,52149.745,$874,Ice Cream,Frozen Foods,Stores,Homebound,JL,,,,,,,,"$2,719,355","$2,719,355",Schertz,,,0.13115,,132285,Other,Frozen Foods,Ice Cream,Frozen Desserts,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,3110.5,11227,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10011398,$79,$79,$79,,$79,,,,0.07887,Frozen Foods,1,,8,5,,1/1/2012,,1,0.11055,9/1/2013 12:00:00 AM,0.07887,, ,Above Budget,$111,,-0.07887,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,110.55,$22,Popsicles,Frozen Foods,Stores,Ethyl Corporation,JL,,,,,,,,$111,$111,Eugene,,,0.07887,,16895,Other,Frozen Foods,Popsicles,Frozen Desserts,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,5,40,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10000466,$19,$19,$19,,$19,,,,0.01854,Frozen Foods,1,,9.818181818,5.5,,1/1/2012,,1,0.06358,9/1/2013 12:00:00 AM,0.01854,, ,Above Budget,$64,,-0.01854,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,63.58,$12,Popsicles,Frozen Foods,Stores,A2Z Solutions,JL,,,,,,,,$64,$64,North Highlands,,,0.01854,,17232,Other,Frozen Foods,Popsicles,Frozen Desserts,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,5.5,54,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10025778,$334,$334,$334,,$334,,,,0.33406,Frozen Foods,1,,2,667,,1/1/2012,,1,4.18876,9/1/2013 12:00:00 AM,0.33406,, ,Above Budget,"$4,189",,-0.33406,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,4188.76,$6,Popsicles,Frozen Foods,Stores,ValiCert,JL,,,,,,,,"$4,189","$4,189",Pomona,,,0.33406,,17185,Other,Frozen Foods,Popsicles,Frozen Desserts,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,667,1334,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10022456,$155,$155,$155,,$155,,,,0.15516,Frozen Foods,1,,2,667,,1/1/2012,,1,4.18876,9/1/2013 12:00:00 AM,0.15516,, ,Above Budget,"$4,189",,-0.15516,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,4188.76,$6,Popsicles,Frozen Foods,Stores,Ra Co Amo,JL,,,,,,,,"$4,189","$4,189",Rancho Cordova,,,0.15516,,16079,Other,Frozen Foods,Popsicles,Frozen Desserts,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,667,1334,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10015793,$0,$0,$0,,$0,,,,0,Frozen Foods,1,,7.998087954,523,,1/1/2012,,1,0.27196,9/1/2013 12:00:00 AM,0,, ,Above Budget,$272,,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,271.96,$1,Popsicles,Frozen Foods,Stores,Hetrick Systems,JL,,,,,,,,$272,$272,Sacramento,,,0,,16627,Other,Frozen Foods,Popsicles,Frozen Desserts,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,523,4183,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10021184,$40,$40,$40,,$40,,,,0.04045,Frozen Foods,1,,8,60.5,,1/1/2012,,1,0.781055,9/1/2013 12:00:00 AM,0.04045,, ,Above Budget,$781,,-0.04045,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,781.055,$13,TV Dinner,Frozen Foods,Stores,Pacific Sierra Research,JL,,,,,,,,$781,$781,Aurora,,,0.04045,,16280,Other,Frozen Foods,TV Dinner,Frozen Entrees,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,60.5,484,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10009676,$78,$78,$78,,$78,,,,0.07806,Frozen Foods,1,,2,586,,1/1/2012,,1,5.49082,9/1/2013 12:00:00 AM,0.07806,, ,Above Budget,"$5,491",,-0.07806,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,5490.82,$9,TV Dinner,Frozen Foods,Stores,Deak-Perera Group.,JL,,,,,,,,"$5,491","$5,491",Kalamazoo,,,0.07806,,15987,Other,Frozen Foods,TV Dinner,Frozen Entrees,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,586,1172,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20051556,$44,$44,$44,,$44,,,,0.04422,Frozen Foods,1,,2,1287,,1/1/2012,,1,10.39081,9/1/2013 12:00:00 AM,0.04422,, ,Above Budget,"$10,391",,-0.04422,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,10390.81,$16,TV Dinner,Frozen Foods,Stores,ValiCert,JL,,,,,,,,"$21,055","$21,055",Pomona,,,0.04422,,34355,Other,Frozen Foods,TV Dinner,Frozen Entrees,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,1287,2574,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,60134736,"$1,150","$1,150","$1,150",,"$1,150",,,,1.15047,Frozen Foods,1,,2.553710607,1475.5,,1/1/2012,,1,12.43977,9/1/2013 12:00:00 AM,1.15047,, ,Above Budget,"$12,440",,-1.15047,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,12439.77,$125,TV Dinner,Frozen Foods,Stores,Ra Co Amo,JL,,,,,,,,"$183,906","$183,906",Rancho Cordova,,,1.15047,,100020,Other,Frozen Foods,TV Dinner,Frozen Entrees,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,1475.5,3768,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20031586,$79,$79,$79,,$79,,,,0.07931,Frozen Foods,1,,2.886469673,643,,1/1/2012,,1,7.7389,9/1/2013 12:00:00 AM,0.07931,, ,Above Budget,"$7,739",,-0.07931,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,7738.9,$49,TV Dinner,Frozen Foods,Stores,Hetrick Systems,JL,,,,,,,,"$31,385","$31,385",Sacramento,,,0.07931,,33072,Other,Frozen Foods,TV Dinner,Frozen Entrees,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,643,1856,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,30049764,$0,$0,$0,,$0,,,,0,Frozen Foods,1,,2.269387755,1347.5,,1/1/2012,,1,11.171865,9/1/2013 12:00:00 AM,0,, ,Above Budget,"$11,172",,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,11171.865,$29,TV Dinner,Frozen Foods,Stores,Homebound,JL,,,,,,,,"$39,441","$39,441",Schertz,,,0,,49807,Other,Frozen Foods,TV Dinner,Frozen Entrees,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,1347.5,3058,9/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
